characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
1555,Total - Place of birth for the immigrant population in private households - 25% sample data,Americas,United States of America,-0.1213,0.024925,-0.2567,2e-06,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Americas → United States of America,United States of America
1556,Total - Place of birth for the immigrant population in private households - 25% sample data,Americas,Other places of birth in Americas,-0.0638,0.239178,-0.1388,0.010184,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Americas → Other places of birth in Americas,Other places of birth in Americas
1557,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,,-0.2402,7e-06,-0.2566,2e-06,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe,Europe
1558,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Bosnia and Herzegovina,-0.1024,0.058438,-0.1277,0.018174,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Bosnia and Herzegovina,Bosnia and Herzegovina
1559,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Croatia,0.1613,0.002771,0.0784,0.147878,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Croatia,Croatia
156,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,0.3489,0.0,0.3833,0.0,342,True,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → Without total income,Without total income
1560,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,France,-0.3379,0.0,-0.43,0.0,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → France,France
1561,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Germany,-0.0686,0.205435,-0.2201,4e-05,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Germany,Germany
1562,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Greece,0.0636,0.240774,0.1015,0.060722,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Greece,Greece
1563,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Hungary,0.0763,0.159028,0.06,0.268455,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Hungary,Hungary
1564,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Italy,0.235,1.1e-05,0.0842,0.120301,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Italy,Italy
1565,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Netherlands,-0.0747,0.168147,-0.0744,0.169879,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Netherlands,Netherlands
1566,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Poland,0.0682,0.208336,0.0292,0.590427,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Poland,Poland
1567,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Portugal,0.1641,0.002336,0.1154,0.032832,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Portugal,Portugal
1568,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Romania,-0.0083,0.878961,-0.0745,0.169042,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Romania,Romania
1569,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Russian Federation,0.0344,0.525581,-0.1927,0.000339,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Russian Federation,Russian Federation
157,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,-0.3485,0.0,-0.3828,0.0,342,True,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income,With total income
1570,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Serbia,0.0919,0.089797,0.0022,0.967546,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Serbia,Serbia
1571,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Ukraine,-0.0052,0.922969,-0.0665,0.219842,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Ukraine,Ukraine
1572,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,United Kingdom,-0.1651,0.002193,-0.1303,0.015911,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → United Kingdom,United Kingdom
1573,Total - Place of birth for the immigrant population in private households - 25% sample data,Europe,Other places of birth in Europe,-0.2751,0.0,-0.312,0.0,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Europe → Other places of birth in Europe,Other places of birth in Europe
1574,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,,-0.2852,0.0,-0.2323,1.4e-05,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa,Africa
1575,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Algeria,-0.141,0.009003,-0.2433,5e-06,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Algeria,Algeria
1576,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,"Congo, Democratic Republic of the",-0.217,5.2e-05,-0.1345,0.012757,342,True,"Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Congo, Democratic Republic of the","Congo, Democratic Republic of the"
1577,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Egypt,-0.1069,0.048267,-0.1045,0.053436,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Egypt,Egypt
1578,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Eritrea,0.0204,0.706559,0.0994,0.06645,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Eritrea,Eritrea
1579,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Ethiopia,0.0337,0.534158,0.1812,0.000759,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Ethiopia,Ethiopia
158,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",0.284,0.0,0.3538,0.0,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → Under $10,000 (including loss)","Under $10,000 (including loss)"
1580,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Morocco,-0.1801,0.000821,-0.2102,8.9e-05,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Morocco,Morocco
1581,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Nigeria,-0.0066,0.903682,0.1388,0.010149,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Nigeria,Nigeria
1582,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Somalia,0.0966,0.074303,0.1374,0.010989,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Somalia,Somalia
1583,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,"South Africa, Republic of",-0.0083,0.87883,-0.0321,0.55356,342,False,"Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → South Africa, Republic of","South Africa, Republic of"
1584,Total - Place of birth for the immigrant population in private households - 25% sample data,Africa,Other places of birth in Africa,-0.3039,0.0,-0.2054,0.000131,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Africa → Other places of birth in Africa,Other places of birth in Africa
1585,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,,0.3487,0.0,0.3349,0.0,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia,Asia
1586,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Afghanistan,0.0338,0.532937,0.1223,0.023728,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Afghanistan,Afghanistan
1587,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Iran,0.0172,0.75108,-0.0736,0.174279,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Iran,Iran
1588,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Iraq,0.222,3.4e-05,0.1709,0.001514,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Iraq,Iraq
1589,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Lebanon,-0.0002,0.996502,-0.0702,0.195056,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Lebanon,Lebanon
159,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",0.1819,0.000724,0.1849,0.000588,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $10,000 to $19,999","$10,000 to $19,999"
1590,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Syria,-0.0554,0.306713,-0.1172,0.030181,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Syria,Syria
1591,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Turkey,0.0193,0.722489,-0.0007,0.990276,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Turkey,Turkey
1592,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,China,0.0004,0.993488,-0.1176,0.029735,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → China,China
1593,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Hong Kong,0.1147,0.03394,0.0965,0.074777,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Hong Kong,Hong Kong
1594,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,"Korea, South",-0.017,0.753679,-0.0357,0.510018,342,False,"Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Korea, South","Korea, South"
1595,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Taiwan,0.0599,0.269638,0.0063,0.907324,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Taiwan,Taiwan
1596,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Philippines,0.2499,3e-06,0.302,0.0,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Philippines,Philippines
1597,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Viet Nam,0.1482,0.006041,0.1542,0.004261,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Viet Nam,Viet Nam
1598,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Bangladesh,0.0298,0.583236,0.1463,0.006736,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Bangladesh,Bangladesh
1599,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,India,0.3307,0.0,0.2686,0.0,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → India,India
16,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,0.1073,0.047289,0.2087,0.000101,342,True,Total - Age groups of the population - 100% data → 15 to 64 years → 25 to 29 years,25 to 29 years
160,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",0.147,0.006444,0.1538,0.004373,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $20,000 to $29,999","$20,000 to $29,999"
1600,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Pakistan,0.1584,0.003308,0.2138,6.7e-05,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Pakistan,Pakistan
1601,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Sri Lanka,0.203,0.000157,0.268,0.0,342,True,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Sri Lanka,Sri Lanka
1602,Total - Place of birth for the immigrant population in private households - 25% sample data,Asia,Other places of birth in Asia,0.055,0.310875,0.0699,0.197443,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Asia → Other places of birth in Asia,Other places of birth in Asia
1603,Total - Place of birth for the immigrant population in private households - 25% sample data,Oceania and other places of birth,,0.0766,0.15747,-0.0259,0.633274,342,False,Total - Place of birth for the immigrant population in private households - 25% sample data → Oceania and other places of birth,Oceania and other places of birth
1604,Total - Place of birth for the recent immigrant population in private households - 25% sample data,,,,,,,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Total - Place of birth for the recent immigrant population in private households - 25% sample data
1605,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,,-0.0894,0.098875,-0.1616,0.00272,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas,Americas
1606,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Brazil,-0.1114,0.039562,-0.0896,0.098086,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Brazil,Brazil
1607,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Colombia,-0.1863,0.000533,-0.0872,0.107639,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Colombia,Colombia
1608,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Haiti,-0.0111,0.837393,-0.0231,0.670894,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Haiti,Haiti
1609,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Jamaica,0.1789,0.000887,0.2608,1e-06,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Jamaica,Jamaica
161,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",0.1169,0.030707,0.0941,0.082102,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $30,000 to $39,999","$30,000 to $39,999"
1610,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Mexico,0.0292,0.590626,0.0135,0.803431,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Mexico,Mexico
1611,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,United States of America,-0.0964,0.074999,-0.1164,0.031363,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → United States of America,United States of America
1612,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Venezuela,-0.0573,0.290915,0.0019,0.971929,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Venezuela,Venezuela
1613,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Americas,Other places of birth in Americas,0.0007,0.989524,-0.0004,0.993994,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Americas → Other places of birth in Americas,Other places of birth in Americas
1614,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,,-0.3439,0.0,-0.3783,0.0,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe,Europe
1615,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,France,-0.3065,0.0,-0.2732,0.0,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → France,France
1616,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,Germany,0.0603,0.265712,0.0287,0.596333,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → Germany,Germany
1617,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,Ireland,-0.0724,0.181728,-0.0265,0.625869,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → Ireland,Ireland
1618,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,Italy,0.03,0.580565,0.08,0.139741,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → Italy,Italy
1619,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,Russian Federation,-0.0556,0.304912,-0.0708,0.191186,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → Russian Federation,Russian Federation
162,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",-0.066,0.223595,-0.0829,0.126198,342,False,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $40,000 to $49,999","$40,000 to $49,999"
1620,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,Ukraine,0.0396,0.465979,0.0682,0.208099,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → Ukraine,Ukraine
1621,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,United Kingdom,-0.1987,0.000217,-0.1452,0.007152,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → United Kingdom,United Kingdom
1622,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Europe,Other places of birth in Europe,-0.0157,0.771706,-0.0481,0.374972,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Europe → Other places of birth in Europe,Other places of birth in Europe
1623,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,,-0.2634,1e-06,-0.2346,1.2e-05,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa,Africa
1624,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Algeria,-0.0819,0.130873,-0.1827,0.000685,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Algeria,Algeria
1625,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Burundi,-0.1483,0.006011,-0.1605,0.00292,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Burundi,Burundi
1626,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Cameroon,-0.1916,0.000366,-0.0619,0.253761,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Cameroon,Cameroon
1627,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,"Congo, Democratic Republic of the",-0.1493,0.005666,-0.0381,0.48212,342,True,"Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Congo, Democratic Republic of the","Congo, Democratic Republic of the"
1628,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Côte d'Ivoire,-0.1823,0.000707,-0.0788,0.146096,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Côte d'Ivoire,Côte d'Ivoire
1629,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Egypt,-0.0869,0.108649,0.0253,0.641247,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Egypt,Egypt
163,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",-0.1669,0.001958,-0.1487,0.005875,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $50,000 to $59,999","$50,000 to $59,999"
1630,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Eritrea,0.0438,0.419405,0.0836,0.12282,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Eritrea,Eritrea
1631,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Ethiopia,0.0305,0.57398,0.1038,0.055047,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Ethiopia,Ethiopia
1632,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Morocco,-0.1939,0.00031,-0.1552,0.004019,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Morocco,Morocco
1633,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Nigeria,0.0147,0.786067,0.101,0.062193,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Nigeria,Nigeria
1634,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Somalia,0.1433,0.007953,0.1256,0.020189,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Somalia,Somalia
1635,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,"South Africa, Republic of",-0.0011,0.98409,-0.0162,0.765039,342,False,"Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → South Africa, Republic of","South Africa, Republic of"
1636,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Sudan,0.0867,0.109296,0.1151,0.033336,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Sudan,Sudan
1637,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Tunisia,-0.2276,2.1e-05,-0.2311,1.6e-05,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Tunisia,Tunisia
1638,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Africa,Other places of birth in Africa,-0.2561,2e-06,-0.1747,0.001177,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Africa → Other places of birth in Africa,Other places of birth in Africa
1639,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,,0.377,0.0,0.3821,0.0,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia,Asia
164,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",-0.2163,5.5e-05,-0.1944,0.000298,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $60,000 to $69,999","$60,000 to $69,999"
1640,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Afghanistan,0.0093,0.863444,0.1864,0.000532,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Afghanistan,Afghanistan
1641,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Bangladesh,0.0442,0.415304,0.1209,0.025301,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Bangladesh,Bangladesh
1642,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,China,-0.0037,0.945894,-0.1023,0.058717,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → China,China
1643,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Hong Kong,0.0809,0.135483,0.035,0.519172,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Hong Kong,Hong Kong
1644,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,India,0.3458,0.0,0.2709,0.0,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → India,India
1645,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Iran,0.049,0.366209,-0.0233,0.667764,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Iran,Iran
1646,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Iraq,0.1859,0.000549,0.1078,0.046438,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Iraq,Iraq
1647,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Israel,-0.0132,0.807866,0.0346,0.523836,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Israel,Israel
1648,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Japan,-0.0367,0.498322,0.0114,0.833618,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Japan,Japan
1649,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Jordan,0.0114,0.832914,0.0995,0.065992,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Jordan,Jordan
165,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",-0.2103,8.9e-05,-0.1834,0.000655,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $70,000 to $79,999","$70,000 to $79,999"
1650,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,"Korea, South",-0.0747,0.167998,0.0382,0.4812,342,False,"Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Korea, South","Korea, South"
1651,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Lebanon,-0.055,0.310084,-0.0237,0.662413,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Lebanon,Lebanon
1652,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Nepal,0.1245,0.021297,0.1494,0.005644,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Nepal,Nepal
1653,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Pakistan,0.1538,0.004352,0.2234,3.1e-05,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Pakistan,Pakistan
1654,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Philippines,0.2175,5e-05,0.22,4e-05,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Philippines,Philippines
1655,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Saudi Arabia,0.0203,0.707808,0.0749,0.167001,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Saudi Arabia,Saudi Arabia
1656,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Sri Lanka,0.1767,0.001033,0.2692,0.0,342,True,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Sri Lanka,Sri Lanka
1657,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Syria,-0.0502,0.354404,-0.0952,0.078809,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Syria,Syria
1658,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Turkey,0.0862,0.111616,0.0747,0.168272,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Turkey,Turkey
1659,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,United Arab Emirates,0.0182,0.737484,0.1035,0.055909,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → United Arab Emirates,United Arab Emirates
166,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",-0.2029,0.000159,-0.1634,0.002439,342,True,"Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data → With total income → $80,000 to $89,999","$80,000 to $89,999"
1660,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Viet Nam,0.0304,0.575339,0.1236,0.022218,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Viet Nam,Viet Nam
1661,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Asia,Other places of birth in Asia,-0.0064,0.90588,0.003,0.955348,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Asia → Other places of birth in Asia,Other places of birth in Asia
1662,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Oceania and other,,-0.0543,0.317135,0.0257,0.635162,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Oceania and other,Oceania and other
1663,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Oceania and other,Australia,-0.0686,0.205657,-0.0188,0.728891,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Oceania and other → Australia,Australia
1664,Total - Place of birth for the recent immigrant population in private households - 25% sample data,Oceania and other,Other places of birth,0.0403,0.457964,0.087,0.108086,342,False,Total - Place of birth for the recent immigrant population in private households - 25% sample data → Oceania and other → Other places of birth,Other places of birth
1665,Total - Generation status for the population in private households - 25% sample data,,,,,,,342,False,Total - Generation status for the population in private households - 25% sample data,Total - Generation status for the population in private households - 25% sample data
1666,Total - Generation status for the population in private households - 25% sample data,First generation,,0.3857,0.0,0.3459,0.0,342,True,Total - Generation status for the population in private households - 25% sample data → First generation,First generation
1667,Total - Generation status for the population in private households - 25% sample data,Second generation,,0.3883,0.0,0.3829,0.0,342,True,Total - Generation status for the population in private households - 25% sample data → Second generation,Second generation
1668,Total - Generation status for the population in private households - 25% sample data,Third generation or more,,-0.4015,0.0,-0.3708,0.0,342,True,Total - Generation status for the population in private households - 25% sample data → Third generation or more,Third generation or more
1669,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,,,,,,,342,False,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data
